,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3680,3681,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJRMJmQyyo9nSTpyIi1kpsiigA==',Eiland,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',Spain,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,1,144385.54,0
3681,3682,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKSq2g08AfiqMT6V7YCquWAlFA==',Omeokachie,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLhkyHvxxwdVvjq3JCOGmD9GWqcjbQ==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',147803.48,1,1,0,95181.06,1
3682,3683,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZUxS2g9AUNfJANgCyEskergJ5Q==',Mackenzie,b'ZjVGSQnKdRZncZ9ft8PDdA0xkgHl3blSHMjrY4upAJNIxzRMjZZG3A==',Spain,Male,44,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,15627.51,0
3683,3684,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozou4UQoQgJxdiXUhFHKFgs5Xjw==',Pinto,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl5P0fqcIu/QCeaHKhmwFprkXffIg4A==',France,Female,52,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',170228.59,2,0,0,148477.57,1
3684,3685,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8MnbFArQJ0HtGfDNX9ALpTxDWg==',Gardener,b'ZjVGSQnKdRZncZ9ft8PDdA0f6zfKmm0RTz9EOh5ULmugR60h3OIBvA==',France,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',133111.73,1,0,1,79957.95,0
3685,3686,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/Pr4u9mw0usKvqsOaGvDKMIyH7w==',Fang,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDzDB8JlQRjVM/cwt76q/Oqs1Rwr4Q==',Spain,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,0,0,102763.69,0
3686,3687,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKjD4btmGfxBF49+02HjqmmocA==',Cattaneo,b'ZjVGSQnKdRZncZ9ft8PDdA0hMEeiKnhSQZ5mxBZwRL328O3XZTT5nQ==',France,Male,18,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',176139.5,2,1,0,129654.22,0
3687,3688,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hi2VTaOwFr8NGlZgQZNmzeehnw==',Labrador,b'ZjVGSQnKdRZncZ9ft8PDdA0xgp9ir8G2pk9hwp442V4E8daVcYhoxQ==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,1,40652.33,0
3688,3689,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELRzrqWb8WAY2w0LeIcVaIZJ6A==',Dettmann,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL+c6uYu07adlw5JSV388XQl6pawxQ==',Germany,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',110245.13,1,1,1,178291.09,0
3689,3690,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPQ60xy2GnoyiLrNqab3gFhVbg==',Gibson,b'ZjVGSQnKdRZncZ9ft8PDdA0hMA8spM6ANYETsVlplcZ++8Dp6/bW9w==',France,Female,45,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,1,0,131906.44,0
3690,3691,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LqJjGbrMIy+Li9+wAP2EUXN1Bw==',Hope,b'ZjVGSQnKdRZncZ9ft8PDdA0xuP3XWZg3zBONGJxEuQshtH6MPgwNyA==',Spain,Male,67,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',158719.57,1,1,1,118607.4,0
3691,3692,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvrKZMaidtYopD9VLizigJ7wVA==',Ives,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4uBXncjdfjG4J41CDff1CEiaHNDlw==',France,Female,76,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',160979.68,1,0,1,13848.58,0
3692,3693,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8M3g9CMMyV7kdpPaAVow0Zq0qQ==',Greece,b'ZjVGSQnKdRZncZ9ft8PDdA0xnpftjWzcFdBwHNJEXI2b4+Rzci318Q==',Spain,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',123557.65,2,0,1,170903.4,0
3693,3694,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzqHNZCYbQdfErw1Wi1mNSI3mUQ==',Omeokachie,b'ZjVGSQnKdRZncZ9ft8PDdA0hIMgBmEUQ0vLVGg6h5QhWpopLBwgCiQ==',France,Female,60,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,1,1,1,13161.66,1
3694,3695,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7Zs4W/CC2VWeP+AvA34xVYjg==',Mao,b'ZjVGSQnKdRZncZ9ft8PDdA0xmld7AtC8qw43p+oby7ybqcNONOBugw==',France,Female,33,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,1,1,0,79304.38,1
3695,3696,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDDRo8UUjC6k1zsGopY34cySyQ==',Savage,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl9l81dQJ88X45HDUMiHsqWMk3LdYaw==',France,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',112896.86,1,1,1,121402.53,0
3696,3697,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DhtojhqLEvz8ck9WY5+dKesuXQ==',Brierly,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn83ymFsoPK+2BUPEyW/hwcw1jJMV7Q==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',120962.13,1,0,0,23305.01,0
3697,3698,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydVY5ZAwoMrKlSjgSBS21hxRpZQ==',Docherty,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIBb0KzgWNFvT2jEdxlh58pnYM+bYw==',Germany,Male,48,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',96048.55,1,1,0,74510.65,0
3698,3699,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8Ps81Yltyx9g7OIsk+TlYSD5kg==',McDonald,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk95gbV55600QumA+2Sg5I3Z+Y+JTpw==',France,Female,21,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,0,1,55601.44,0
3699,3700,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZWaD9yK4BIVRB+Je0LBkHFoohA==',Rapuokwu,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIR3eOKmYGGqWPIakkcBY0PHf9mW0A==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',185063.7,2,1,1,134526.87,0
3700,3701,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdAdDa5Gjx4Kon6IHgfwuJj4Mjg==',Bergamaschi,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL70CdPUnP3nY7D7twwjf3l1xR1tjA==',France,Female,22,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',118064.93,2,1,1,195424.01,0
3701,3702,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AFnkLFyj2WhIESke/84z2iYFUQ==',Manfrin,b'ZjVGSQnKdRZncZ9ft8PDdA0xmhnW/ZVg5RiRFNtxKfjTf7H4qnX6cw==',France,Male,46,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,1,59563.49,0
3702,3703,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PfGpj54MAmOVDBWq7p0sxOV89w==',Bergamaschi,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSJhl2zfaXwk2UFEwG2spYCgAG3Wkw==',France,Female,73,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,1,1,1,34595.58,0
3703,3704,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWtwfQGnOIMQM4Bz5ku0hcWdoNQ==',MacDonald,b'ZjVGSQnKdRZncZ9ft8PDdA0hPENLFblc2yQ3lPMk01SzN34Yp5KDbA==',Germany,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',149131.03,3,1,1,60036.99,1
3704,3705,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZB7aggTf7Fak0BY/N/u3ium3Ow==',Lees,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlPha3SUTWF7HkNEdF98I1K0ObDFcg==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,0,193021.49,0
3705,3706,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWtC0i+sQylUe0sFBxsXScSGUnw==',Senior,b'ZjVGSQnKdRZncZ9ft8PDdA0xnpQ5U36COmd1OkTsalT+gUHtzjCk/w==',France,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,1,48108.72,0
3706,3707,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LpDX0xI1vE7lk6YYPqcyIh84QQ==',Nwokezuike,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkO9g+QvFeTbkXyACCwGS/OBjhc3GQ==',Spain,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',125512.98,2,0,0,79082.76,0
3707,3708,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjUn9fFWGOTfJNOXioJ7tEV84A==',Ekwueme,b'ZjVGSQnKdRZncZ9ft8PDdA0xjggvZNFpnq0PGlClixIeLFRQdyuKOQ==',Spain,Female,42,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',83492.07,2,1,0,37914.12,0
3708,3709,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AFWTOtx243a581htkhj/j1MKPA==',Garmon,b'ZjVGSQnKdRZncZ9ft8PDdA0PrVkAnYrnQbbrJmkTZNI9dFXLlRWO8g==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,1,0,0,74593.84,0
3709,3710,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1FXFNV2nsABnobMUT/0ert2Isw==',Enyinnaya,b'ZjVGSQnKdRZncZ9ft8PDdA0hMEZdAKqv+v12+VVWERjNjmNj6UMjdg==',France,Female,49,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,1,1,0,82967.97,1
3710,3711,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MICWjYrNHE/9BI/FKYNUL8URmA==',Chizuoke,b'ZjVGSQnKdRZncZ9ft8PDdA0xihy5oLitLftz5lfoki7uohE/lW2m3g==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',125739.26,1,1,1,193441.23,0
3711,3712,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzoO7lMmw7xfyrGVjO/1y8ZjMoA==',Hyde,b'ZjVGSQnKdRZncZ9ft8PDdA0hKNtfBB8Ekuouc0S6+uoGaolOTaeYug==',Germany,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',98592.88,1,0,1,191790.29,1
3712,3713,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBcfiLTTERzQbvROxDNxDwg5xQ==',Cameron,b'ZjVGSQnKdRZncZ9ft8PDdA0xlnnC+pd0/5KF9fo0yA94Sl1sobvAhw==',Spain,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',141789.15,1,1,0,92455.96,0
3713,3714,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LpDTorMei5ZyCT39VUNvcLRnWA==',Lord,b'ZjVGSQnKdRZncZ9ft8PDdA0hMEDVokACcGVYCl1u7Jeghj4BNyQ8jQ==',Germany,Male,22,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',112949.71,1,0,0,155231.55,0
3714,3715,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1EnpS7IkXBHpubLWnHC7y6y/LA==',Biryukova,b'ZjVGSQnKdRZncZ9ft8PDdAzif2s4Dfasw/jYwzdXMsrrn0wvM+cYrw==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',105057.33,1,1,0,9217.92,0
3715,3716,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrY6z7DWNVm4DTb7yZbYnn4Z2A==',Carpenter,b'ZjVGSQnKdRZncZ9ft8PDdAzic2evInLq1r8BQQKySW85Cx3NDtZxow==',Germany,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',89087.89,1,0,1,87941.85,1
3716,3717,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pf2mZn25NiuEAJdGQ8wFKFChZQ==',Lorenzo,b'ZjVGSQnKdRZncZ9ft8PDdA0xgpq8EmKtXwIB1zwXmgA1zIbkJVir9w==',Germany,Female,27,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',147435.96,1,0,0,187508.06,0
3717,3718,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjlqNQnyx79+PhyDvMTKZwmQWg==',Madukwe,b'ZjVGSQnKdRZncZ9ft8PDdA0xih+rDxLH8o6gi8PlCwc2VFZrSyRUFg==',Germany,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',154439.86,1,1,0,171519.06,0
3718,3719,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4Jto4vo9KF1jQt1P90E6uhtJGA==',Hutcheon,b'ZjVGSQnKdRZncZ9ft8PDdA0PrVwuM/USaqGovQSSJ4pbl3GHZzNKdA==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',73054.37,2,1,1,27012.0,0
3719,3720,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZWaF07lxQ+c+eda8T38KJAlReQ==',Sleeman,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',France,Female,62,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',124678.35,1,1,0,70916.0,1
3720,3721,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgDLVreoi9XAITgJbO6p4ApDbyQ==',Milne,b'ZjVGSQnKdRZncZ9ft8PDdA0f77ET2cpeYXdKCb2uVijT9Iv+jK1xHA==',Germany,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',152576.25,2,1,0,73073.68,0
3721,3722,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDQqQWjVV5dJZadcG8/NQ+WQRA==',Williamson,b'ZjVGSQnKdRZncZ9ft8PDdA0hPA4SOqCDVE3EP25peWgGOwBcgf1ATQ==',France,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',152243.57,1,1,1,88783.59,0
3722,3723,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLLo5WtY97kniq3w2F+6uyGSxQ==',Bruno,b'ZjVGSQnKdRZncZ9ft8PDdA0xntg2hd7wLT7XzfxeymLwgXPb5FXsig==',France,Male,25,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,1,1,0,145524.36,0
3723,3724,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8NnM1fxo56z6fGmg5Sha2UL4cg==',Palerma,b'ZjVGSQnKdRZncZ9ft8PDdA0hNOh02XJzOn1fPZ1DMRnPkiPf+xTQEQ==',Germany,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',88120.97,2,1,1,21333.22,0
3724,3725,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4LWcFhzp9VUnvogTRW6PuC4CGQ==',Wang,b'ZjVGSQnKdRZncZ9ft8PDdA0hElQW7zdwCr+fCyDbG2EJ8jbCiFIHaw==',Germany,Female,51,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',143930.92,1,0,1,46675.51,1
3725,3726,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hi2RultRMRnZVkt58m1aYb6VxA==',Onyemere,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF0Icb8aoSuqkAHss9bw1NXLgq9tsQ==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,1,0,4802.25,0
3726,3727,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKJux9ZdXwTHH1kzcLq9bCc26Q==',Dawson,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIR3eOKmYGGqWPIakkcBY0PHf9mW0A==',Germany,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',137059.05,3,1,0,102975.72,1
3727,3728,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWtxVAlaoshgkiK6J3jkq9qpCYA==',Nebechukwu,b'ZjVGSQnKdRZncZ9ft8PDdA0hFhLjj2URMX5lmOJesiBONtl9NtyT6Q==',France,Female,27,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',186558.55,1,1,1,175071.29,1
3728,3729,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxIgSbKpdLAiV5HsHN9Hvn4G91Q==',Bateman,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLsDihqqYw2/5hlFLCUusc4cFUaTdg==',Spain,Male,66,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',115654.47,2,1,1,131970.86,0
3729,3730,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PfXCn7yKyuGbWySFDB274xxiJw==',Lord,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAFNa0GAr98HCKin3s8s9Mag2UXqKw==',Spain,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,0,14174.09,0
3730,3731,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LXaIhrqATj5b5ndWGB99kXOe3g==',Loggia,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBUeEtrsqEEITO3Paoz2HB5F3R8VeQ==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',126152.84,1,0,0,15378.75,0
3731,3732,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydWR3WdcHqTVZDKNVwI+kEArnDA==',Graham,b'ZjVGSQnKdRZncZ9ft8PDdA0PoaXIjuoxe8bTUZLDkNw5dN6Xs0IGlA==',Germany,Female,51,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',105701.91,1,0,1,179797.79,1
3732,3733,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LXbBjsnvbn6TWSOQA3bX4geICg==',Dean,b'ZjVGSQnKdRZncZ9ft8PDdA0hOHpLiGZto7MIIdRRC+DNmhuBMl6QOw==',France,Male,46,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,1,1,1,93917.68,1
3733,3734,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8NXaMNqThq+FeJjRyFzcYeKryg==',Jarvis,b'ZjVGSQnKdRZncZ9ft8PDdA0xvFqmwM2IC0xdS9gaWmLcUaWMKRzfMg==',Germany,Male,67,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',157094.78,1,1,1,99490.01,0
3734,3735,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AFWV8Dz7YC9QITntR2xxfvqd2w==',Haugh,b'ZjVGSQnKdRZncZ9ft8PDdA0hGr994ql0sHjxb1kVZgZZH2H7LAkUyg==',Germany,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',113228.38,2,1,1,46415.09,0
3735,3736,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDjKZi+vCSLGZlwVIK91M3HYnw==',Micklem,b'ZjVGSQnKdRZncZ9ft8PDdA0f3TgNdXUagLu+7m7TnsANrbzYqATWRw==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,1,1,1,151815.76,0
3736,3737,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKYYgPEzl3WIZQVufI9hPApRhQ==',Bennett,b'ZjVGSQnKdRZncZ9ft8PDdA0f5w919UpFXobpFbHSddwqLJtmTfntHw==',Germany,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',108432.88,2,1,1,14865.05,0
3737,3738,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKYaKnO5LkJr7Dp9uFyh2Ra3ug==',Roberts,b'ZjVGSQnKdRZncZ9ft8PDdA0xgtG6Y9P92TBwd4gd51tO0Ru1cb5ffw==',Spain,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,1,1,1,188007.99,0
3738,3739,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqa1FG1aEWGh5UYdk+mFfKdekf33Q==',Onyekaozulu,b'ZjVGSQnKdRZncZ9ft8PDdA0f5w919UpFXobpFbHSddwqLJtmTfntHw==',Germany,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',120702.67,2,1,1,98175.74,0
3739,3740,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJT1e8h9tdMIePzNj7Rsr8Yv4g==',Kegley,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkW9sbhiBgDjZdoriZ6WMztwpaoBGA==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,1,1,0,106851.7,0
3740,3741,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSoVsB6wyWfIiAlTnRXnwZkX7iQ==',Manna,b'ZjVGSQnKdRZncZ9ft8PDdA0xihiQYp5U/7sPz902xeJ21KqjEZzJEQ==',France,Male,45,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,0,1,75204.21,0
3741,3742,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DgMl1q0hqn7rTgcA67Eq6EA/ng==',Thompson,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEK2bcoag/Pz6KV0PS3PSr5qfUjK/g==',Germany,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',139106.19,1,1,0,141872.05,1
3742,3743,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PfGk3EwNH0+pQUvS+TqQXfJ4Ew==',Romano,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk9hTTSFu0G1CLqruQaL14/wEs/lnlg==',Germany,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',101851.8,2,1,0,7103.71,0
3743,3744,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AFmrvU5b/WT+50E+234DTwLEeg==',Brown,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkC4C2MFi33kO+jbAwjCTq1ygDVh+A==',Germany,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',130935.56,1,1,0,9241.83,1
3744,3745,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8P924cYwwbhukAPvWJZLsBzc0Q==',Su,b'ZjVGSQnKdRZncZ9ft8PDdA0xih5kPnzH3D+5Z5fAayiW+KnLJbZ79w==',Germany,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',116509.99,1,1,1,149517.71,1
3745,3746,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLao5aU5veQzC4l4Xmi00D8WIA==',Mackay,b'ZjVGSQnKdRZncZ9ft8PDdA0hEh+x6YeFe5LVXtRwRelyLxKUVuWY+Q==',Germany,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',93124.04,2,1,1,196079.32,0
